,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
449,Cozumel,MX,2022-07-19 02:41:48,20.5083,-86.9458,84.27,78,40,4.0,scattered clouds
450,Nome,US,2022-07-19 02:41:49,64.5011,-165.4064,44.67,76,100,32.21,light rain
451,Burnie,AU,2022-07-19 02:41:49,-41.0667,145.9167,50.58,46,0,2.21,clear sky
452,Esna,EG,2022-07-19 02:41:50,25.2934,32.554,82.42,22,0,8.34,clear sky
453,George Town,MY,2022-07-19 02:41:34,5.4112,100.3354,82.89,88,20,5.01,few clouds
454,Kambove,CD,2022-07-19 02:41:50,-10.8764,26.5969,51.55,67,0,4.23,clear sky
455,Bafq,IR,2022-07-19 02:41:50,31.6128,55.4107,86.07,12,0,5.61,clear sky
456,Abu Zabad,SD,2022-07-19 02:41:51,12.35,29.25,74.43,72,100,8.59,light rain
457,Balykshi,KZ,2022-07-19 02:41:51,47.0667,51.8667,77.0,53,0,11.18,clear sky
458,Kutum,SD,2022-07-19 02:41:51,14.2,24.6667,75.07,61,72,4.03,broken clouds
459,Jiamusi,CN,2022-07-19 02:39:07,46.8333,130.35,69.91,86,100,6.87,light rain
460,Poum,NC,2022-07-19 02:41:52,-20.2333,164.0167,76.51,83,71,10.16,broken clouds
461,Jinchang,CN,2022-07-19 02:42:52,38.4953,102.1739,75.54,29,83,5.5,broken clouds
462,Marzuq,YE,2022-07-19 02:42:53,14.4,46.4667,77.05,52,100,7.31,overcast clouds
463,Lesnoye,RU,2022-07-19 02:42:53,58.2841,35.5158,50.49,92,44,6.26,scattered clouds
464,Chifeng,CN,2022-07-19 02:42:53,42.2683,118.9636,80.13,42,9,6.08,clear sky
465,Kaliganj,BD,2022-07-19 02:42:54,23.4095,89.1402,88.16,67,100,9.4,overcast clouds
466,Atasu,KZ,2022-07-19 02:41:17,48.6814,71.6433,74.35,44,1,14.36,clear sky
467,Kyra,RU,2022-07-19 02:42:54,49.5776,111.9753,77.34,47,47,8.1,scattered clouds
468,Apac,UG,2022-07-19 02:42:54,1.9756,32.5386,65.98,77,100,2.82,overcast clouds
469,Kapit,MY,2022-07-19 02:42:55,2.0167,112.9333,90.36,54,98,1.21,overcast clouds
470,Qujing,CN,2022-07-19 02:39:08,25.4833,103.7833,71.35,81,100,6.89,light rain
471,Trapani,IT,2022-07-19 02:42:55,37.8333,12.6667,77.88,68,0,4.61,clear sky
472,Oktyabrskiy,RU,2022-07-19 02:42:56,54.4815,53.471,68.74,83,63,5.1,light rain
473,Bogande,BF,2022-07-19 02:42:56,12.9714,-0.1436,74.88,84,100,11.23,light rain
474,Tura,IN,2022-07-19 02:42:56,25.5198,90.2201,79.79,85,100,7.23,overcast clouds
475,Marsala,IT,2022-07-19 02:42:57,37.7966,12.4352,74.89,68,0,4.61,clear sky
476,Sangmelima,CM,2022-07-19 02:42:57,2.9333,11.9833,64.53,99,100,2.95,overcast clouds
477,Atar,MR,2022-07-19 02:42:58,20.5169,-13.0499,90.5,38,7,6.96,clear sky
478,Vieste,IT,2022-07-19 02:42:58,41.8825,16.175,76.51,60,0,12.44,clear sky
479,Eydhafushi,MV,2022-07-19 02:42:59,5.1033,73.0708,82.13,78,100,18.77,overcast clouds
480,Amanganj,IN,2022-07-19 02:42:59,24.4333,80.0333,86.16,68,31,7.99,scattered clouds
481,Longonjo,AO,2022-07-19 02:42:59,-12.9067,15.2533,55.09,51,5,1.39,clear sky
482,Bella Vista,US,2022-07-19 02:42:59,36.4295,-94.2316,88.48,47,0,6.91,clear sky
483,Sao Filipe,CV,2022-07-19 02:43:00,14.8961,-24.4956,75.22,82,95,8.28,overcast clouds
484,Makokou,GA,2022-07-19 02:43:00,0.5738,12.8642,68.85,96,100,2.44,light rain
485,Tsabong,BW,2022-07-19 02:43:00,-26.0217,22.401,52.86,47,0,12.08,clear sky
486,Naron,ES,2022-07-19 02:43:01,43.5167,-8.1528,67.05,80,2,13.04,clear sky
487,Lethem,GY,2022-07-19 02:43:01,3.3803,-59.7968,74.75,92,81,4.25,broken clouds
488,Xam Nua,LA,2022-07-19 02:43:01,20.4197,104.0439,84.97,56,100,4.14,overcast clouds
489,Maningrida,AU,2022-07-19 02:43:02,-12.0667,134.2667,87.1,38,98,8.01,overcast clouds
490,Ponta Delgada,PT,2022-07-19 02:43:02,37.7333,-25.6667,72.32,83,75,6.91,broken clouds
491,Caravelas,BR,2022-07-19 02:43:02,-17.7125,-39.2481,70.14,88,30,5.46,scattered clouds
492,Guanica,PR,2022-07-19 02:43:03,17.9716,-66.908,81.99,84,0,8.84,clear sky
493,Prince Rupert,CA,2022-07-19 02:39:47,54.3161,-130.3201,55.09,94,100,8.05,light rain
494,Porto Novo,BJ,2022-07-19 02:43:00,6.4965,2.6036,76.82,83,93,5.7,overcast clouds
495,Asilah,MA,2022-07-19 02:43:03,35.465,-6.0348,71.56,82,0,2.73,clear sky
496,Kichera,RU,2022-07-19 02:43:04,55.9375,110.0997,80.04,41,46,5.44,scattered clouds
497,Guarapari,BR,2022-07-19 02:43:04,-20.6667,-40.4975,68.9,91,2,5.1,clear sky
498,Haines Junction,CA,2022-07-19 02:43:05,60.7522,-137.5108,58.95,63,39,10.36,scattered clouds
499,Sovetskiy,RU,2022-07-19 02:43:05,61.3614,63.5842,71.1,42,2,2.15,clear sky
500,Bonthe,SL,2022-07-19 02:43:05,7.5264,-12.505,76.59,83,100,15.23,light rain
501,La Asuncion,VE,2022-07-19 02:43:06,11.0333,-63.8628,80.33,83,39,14.97,scattered clouds
502,Canakkale,TR,2022-07-19 02:43:06,40.0833,26.8333,61.38,68,0,14.38,clear sky
503,Suba,PH,2022-07-19 02:43:06,10.8438,121.0102,77.07,90,100,9.62,light rain
504,Stulovo,RU,2022-07-19 02:43:07,58.7225,50.1439,63.03,99,100,11.25,heavy intensity rain
505,Lozovik,RS,2022-07-19 02:43:07,44.4677,21.1007,55.72,51,11,2.59,few clouds
506,Salalah,OM,2022-07-19 02:43:07,17.0151,54.0924,75.29,100,100,5.75,light intensity drizzle
507,Yining,CN,2022-07-19 02:43:08,29.0361,114.5636,83.05,84,100,3.09,overcast clouds
508,Manokwari,ID,2022-07-19 02:44:08,-0.8667,134.0833,83.05,69,94,4.12,overcast clouds
509,Rong Kwang,TH,2022-07-19 02:44:08,18.339,100.3174,87.28,73,100,3.83,overcast clouds
510,Raudeberg,NO,2022-07-19 02:44:09,61.9875,5.1352,52.95,81,78,6.06,broken clouds
511,Lebowakgomo,ZA,2022-07-19 02:44:09,-24.2,29.5,45.5,80,0,2.91,clear sky
512,Nouadhibou,MR,2022-07-19 02:44:10,20.931,-17.0347,69.78,83,37,9.22,scattered clouds
513,Mount Gambier,AU,2022-07-19 02:44:10,-37.8333,140.7667,52.32,54,42,6.42,scattered clouds
514,Andros Town,BS,2022-07-19 02:44:10,24.7,-77.7667,84.16,74,6,12.46,clear sky
515,Egvekinot,RU,2022-07-19 02:44:11,66.3167,-179.1667,52.11,47,100,2.59,overcast clouds
516,Ilebo,CD,2022-07-19 02:44:11,-4.3167,20.5833,69.13,97,90,0.96,overcast clouds
517,Ambon,ID,2022-07-19 02:44:12,-3.6954,128.1814,77.14,88,75,1.14,light rain
518,Pitanga,BR,2022-07-19 02:44:12,-24.7572,-51.7614,56.25,99,51,3.02,broken clouds
519,Ende,ID,2022-07-19 02:44:12,-8.8432,121.6623,81.48,60,21,4.36,few clouds
520,Korla,CN,2022-07-19 02:44:13,41.7597,86.1469,87.55,16,60,16.24,broken clouds
521,Dongzhen,CN,2022-07-19 02:44:13,22.3797,110.9389,89.58,67,100,9.57,overcast clouds
522,Ekibastuz,KZ,2022-07-19 02:44:14,51.6667,75.3667,71.38,42,68,6.22,broken clouds
523,Calbuco,CL,2022-07-19 02:44:14,-41.768,-73.1273,34.81,81,4,11.12,clear sky
524,Sistranda,NO,2022-07-19 02:44:15,63.7256,8.834,51.76,86,95,15.1,overcast clouds
525,Katsuura,JP,2022-07-19 02:44:15,35.1333,140.3,82.42,86,100,20.54,heavy intensity rain
526,Presidencia Roque Saenz Pena,AR,2022-07-19 02:44:16,-26.7852,-60.4388,54.61,64,100,4.16,overcast clouds
527,Anaconda,US,2022-07-19 02:44:16,46.1285,-112.9423,67.19,44,0,7.49,clear sky
528,Nishihara,JP,2022-07-19 02:44:17,26.1842,127.7558,87.85,81,75,11.5,broken clouds
529,Saint-Denis,FR,2022-07-19 02:44:17,48.9167,2.3333,80.38,43,0,9.22,clear sky
530,Zima,RU,2022-07-19 02:44:17,53.9202,102.0442,66.29,54,100,9.4,overcast clouds
531,Baicheng,CN,2022-07-19 02:44:18,45.6167,122.8167,79.36,60,52,10.47,broken clouds
532,Yeniseysk,RU,2022-07-19 02:44:18,58.4497,92.1703,56.95,96,100,1.39,light rain
533,Kamenica,DE,2022-07-19 02:44:19,50.8333,12.9167,63.75,52,17,5.91,few clouds
534,Cabra,ES,2022-07-19 02:44:19,37.4725,-4.4421,74.66,60,0,0.31,clear sky
535,Chulman,RU,2022-07-19 02:44:20,56.8479,124.9104,64.83,82,100,4.29,overcast clouds
536,Sorland,NO,2022-07-19 02:44:20,67.667,12.6934,51.66,84,95,10.92,overcast clouds
537,Naze,JP,2022-07-19 02:44:20,28.3667,129.4833,85.12,79,100,16.75,overcast clouds
538,Puerto Palomas,MX,2022-07-19 02:44:21,31.7667,-107.6167,94.75,15,27,4.29,scattered clouds
539,Chuzhou,CN,2022-07-19 02:44:21,32.3219,118.2978,89.26,58,53,4.12,broken clouds
540,Buchanan,LR,2022-07-19 02:44:22,5.8808,-10.0467,74.95,82,99,11.07,overcast clouds
541,Plouzane,FR,2022-07-19 02:44:22,48.3833,-4.6167,66.52,100,100,11.5,fog
542,Maraba,BR,2022-07-19 02:44:22,-5.3686,-49.1178,73.58,94,0,0.0,clear sky
543,Vila Franca Do Campo,PT,2022-07-19 02:44:23,37.7167,-25.4333,72.01,95,60,2.3,broken clouds
544,Mantua,IT,2022-07-19 02:44:23,45.1667,10.7833,78.04,75,1,3.0,clear sky
545,Sladkovo,RU,2022-07-19 02:44:24,55.5284,70.3385,66.9,63,1,7.18,clear sky
546,Lamu,KE,2022-07-19 02:44:24,-2.2717,40.902,73.62,77,90,16.42,overcast clouds
547,Narnaund,IN,2022-07-19 02:44:25,29.2167,76.15,95.45,46,1,5.59,clear sky
548,Port Lincoln,AU,2022-07-19 02:39:26,-34.7333,135.8667,54.34,59,100,15.52,overcast clouds
549,Larsnes,NO,2022-07-19 02:44:25,62.2028,5.5773,57.45,83,94,3.71,overcast clouds
550,Santander,ES,2022-07-19 02:44:26,43.4647,-3.8044,69.46,79,0,5.75,clear sky
551,Padang,ID,2022-07-19 02:44:26,-0.9492,100.3543,80.65,56,10,3.11,clear sky
552,Ust-Ilimsk,RU,2022-07-19 02:44:27,58.0006,102.6619,67.5,49,100,5.19,overcast clouds
553,Komsomolskiy,UZ,2022-07-19 02:44:27,40.4272,71.7189,86.72,23,0,4.61,clear sky
554,Luena,AO,2022-07-19 02:45:27,-11.7833,19.9167,47.1,59,3,3.98,clear sky
555,Shakiso,ET,2022-07-19 02:45:28,5.75,38.9167,56.89,91,100,1.39,overcast clouds
556,Sayan,PE,2022-07-19 02:45:28,-11.1361,-77.1933,66.99,62,94,1.9,overcast clouds
557,Nakamura,JP,2022-07-19 02:45:28,32.9833,132.9333,81.46,84,100,8.46,moderate rain
558,Novo Oriente,BR,2022-07-19 02:45:29,-5.5344,-40.7742,70.5,54,3,5.19,clear sky
559,Pitimbu,BR,2022-07-19 02:45:29,-7.4706,-34.8086,73.99,85,39,14.45,scattered clouds
560,San Quintin,MX,2022-07-19 02:45:29,30.4833,-115.95,69.51,78,1,7.81,clear sky
561,Iquique,CL,2022-07-19 02:42:11,-20.2208,-70.1431,59.04,74,83,4.41,broken clouds
562,Penticton,CA,2022-07-19 02:45:30,49.4806,-119.5858,84.09,24,20,13.8,few clouds
563,Razgrad,BG,2022-07-19 02:45:30,43.5333,26.5167,57.06,47,4,1.66,clear sky
564,Tyup,KG,2022-07-19 02:45:30,42.7276,78.3648,70.81,49,0,3.33,clear sky
565,Huilong,CN,2022-07-19 02:45:31,31.8111,121.655,83.48,72,82,1.23,broken clouds
566,San Isidro,PE,2022-07-19 02:45:31,-12.1167,-77.05,61.02,86,100,12.66,mist
567,Plainview,US,2022-07-19 02:42:41,40.7765,-73.4673,79.47,83,40,18.41,scattered clouds
568,Kampot,KH,2022-07-19 02:45:32,10.6167,104.1833,87.85,69,67,9.73,broken clouds
569,Mwingi,KE,2022-07-19 02:45:32,-0.9344,38.0601,62.6,79,93,6.33,overcast clouds
570,Cartaya,ES,2022-07-19 02:45:32,37.2811,-7.1507,69.3,58,0,15.82,clear sky
571,Verkhovazhye,RU,2022-07-19 02:45:33,60.7472,42.0465,54.9,97,100,12.62,light rain
572,Bolshoy Lug,RU,2022-07-19 02:45:33,52.0779,104.0919,59.18,98,100,5.99,light rain
573,Parker,US,2022-07-19 02:43:51,32.7668,-97.8003,98.71,30,4,11.81,clear sky
574,Kimberley,ZA,2022-07-19 02:45:34,-28.7323,24.7623,40.69,87,0,8.05,clear sky
575,Yar-Sale,RU,2022-07-19 02:45:34,66.8333,70.8333,61.61,53,100,9.22,overcast clouds
576,Hami,CN,2022-07-19 02:45:34,42.8,93.45,88.05,20,100,2.73,overcast clouds
577,Jonesboro,US,2022-07-19 02:45:35,35.8423,-90.7043,80.42,83,0,3.44,clear sky
578,Messina,IT,2022-07-19 02:45:35,38.1933,15.5497,79.38,64,0,1.99,clear sky
579,Siavonga,ZM,2022-07-19 02:45:35,-16.5382,28.7088,58.69,70,9,3.09,clear sky
580,Kabompo,ZM,2022-07-19 02:45:36,-13.5927,24.2008,44.29,81,5,4.25,clear sky
581,Bandarbeyla,SO,2022-07-19 02:45:36,9.4942,50.8122,77.5,63,89,28.95,overcast clouds
582,Ayagoz,KZ,2022-07-19 02:41:18,47.9714,80.4392,71.64,30,0,9.4,clear sky
583,Tazmalt,DZ,2022-07-19 02:45:36,36.3868,4.3989,81.01,36,0,3.36,clear sky
584,Gorom-Gorom,BF,2022-07-19 02:45:37,14.4439,-0.2361,77.76,72,100,12.03,light rain
585,Bengkulu,ID,2022-07-19 02:45:37,-3.8004,102.2655,83.17,68,36,2.13,scattered clouds
586,Bandar-E Lengeh,IR,2022-07-19 02:45:38,26.5579,54.8807,91.51,75,97,6.91,haze
587,Sibolga,ID,2022-07-19 02:45:38,1.7427,98.7792,85.35,64,85,3.38,overcast clouds
588,Payo,ID,2022-07-19 02:45:38,-3.7508,103.6372,86.34,60,84,3.44,broken clouds
589,Saurimo,AO,2022-07-19 02:45:39,-9.6608,20.3916,55.99,49,3,5.21,clear sky
590,Bhadra,IN,2022-07-19 02:45:39,29.1167,75.1667,96.66,44,17,5.61,few clouds
591,College,US,2022-07-19 02:45:40,64.8569,-147.8028,64.99,64,75,8.05,broken clouds
592,Vikhorevka,RU,2022-07-19 02:45:40,56.1201,101.1636,63.99,49,94,6.78,overcast clouds
593,Mul,IN,2022-07-19 02:45:40,20.0667,79.6667,77.9,85,83,10.31,broken clouds
594,Nhulunbuy,AU,2022-07-19 02:45:41,-12.2333,136.7667,83.01,51,0,14.97,clear sky
595,Bay Roberts,CA,2022-07-19 02:45:41,47.5999,-53.2648,65.14,92,99,7.0,overcast clouds
596,Juneau,US,2022-07-19 02:42:58,58.3019,-134.4197,58.21,93,100,9.22,overcast clouds
597,Tornabe,HN,2022-07-19 02:45:41,15.75,-87.55,77.59,94,100,5.03,overcast clouds
598,Dawson Creek,CA,2022-07-19 02:45:42,55.7666,-120.2362,73.04,46,20,17.27,few clouds
599,Roald,NO,2022-07-19 02:45:42,62.5833,6.1333,57.76,87,100,6.91,overcast clouds
600,Camopi,GF,2022-07-19 02:45:43,3.1655,-52.3158,71.71,99,65,2.26,broken clouds
601,Vaitape,PF,2022-07-19 02:45:43,-16.5167,-151.75,76.57,71,8,6.4,clear sky
602,Schleiden,DE,2022-07-19 02:46:44,50.5295,6.477,69.08,46,5,5.26,clear sky
603,Itacarambi,BR,2022-07-19 02:46:44,-15.1022,-44.0919,69.4,57,51,5.5,broken clouds
604,Opuwo,NA,2022-07-19 02:46:45,-18.0607,13.84,53.98,41,0,4.47,clear sky
605,Gayeri,BF,2022-07-19 02:46:45,12.6497,0.4931,73.54,92,100,12.44,overcast clouds
606,Turan,VN,2022-07-19 02:46:46,16.0678,108.2208,94.98,55,20,3.44,few clouds
607,Katav-Ivanovsk,RU,2022-07-19 02:46:46,54.7531,58.1956,68.04,75,70,11.99,broken clouds
608,Nuuk,GL,2022-07-19 02:46:46,64.1835,-51.7216,48.81,76,100,1.14,overcast clouds
609,Bongor,TD,2022-07-19 02:46:47,10.2806,15.3722,72.97,89,74,4.23,broken clouds
610,Iturama,BR,2022-07-19 02:46:47,-19.7281,-50.1956,71.56,34,100,4.36,overcast clouds
611,Doha,QA,2022-07-19 02:46:47,25.2867,51.5333,94.98,58,64,6.91,broken clouds
612,Bojnurd,IR,2022-07-19 02:46:48,37.4747,57.329,71.55,33,0,2.3,clear sky
613,Vardo,NO,2022-07-19 02:46:48,70.3705,31.1107,58.98,77,91,4.61,overcast clouds
614,Monki,PL,2022-07-19 02:46:49,53.405,22.7979,57.67,94,99,5.26,overcast clouds
615,Correntina,BR,2022-07-19 02:46:49,-13.3433,-44.6367,69.4,58,71,6.17,broken clouds
616,Mount Isa,AU,2022-07-19 02:45:57,-20.7333,139.5,74.97,33,0,6.91,clear sky
617,Vastseliina,EE,2022-07-19 02:46:50,57.7303,27.2932,52.56,95,97,4.59,overcast clouds
618,Altay,CN,2022-07-19 02:46:50,47.8667,88.1167,66.51,46,0,6.15,clear sky
619,Seoul,KR,2022-07-19 02:44:00,37.5683,126.9778,88.99,66,40,5.75,haze
620,Garden City,US,2022-07-19 02:41:58,42.3256,-83.331,80.98,62,75,8.05,broken clouds
621,Natchitoches,US,2022-07-19 02:46:51,31.7668,-93.1335,86.85,65,0,4.61,clear sky
622,Talakan,RU,2022-07-19 02:46:51,50.3167,130.3667,76.12,66,100,3.04,overcast clouds
623,Rudraprayag,IN,2022-07-19 02:46:52,30.2833,78.9833,84.16,76,63,2.35,broken clouds
624,Riohacha,CO,2022-07-19 02:43:04,11.5444,-72.9072,80.4,79,87,15.39,overcast clouds
625,Kenai,US,2022-07-19 02:46:52,60.5544,-151.2583,65.03,72,0,20.71,clear sky
626,Lulea,SE,2022-07-19 02:46:53,65.5842,22.1547,50.07,93,40,3.44,scattered clouds
627,Nanning,CN,2022-07-19 02:45:21,22.8167,108.3167,90.05,66,100,12.68,overcast clouds
628,Jertih,MY,2022-07-19 02:46:53,5.7336,102.4897,82.99,81,100,2.48,overcast clouds
629,Bolshaya Rechka,RU,2022-07-19 02:46:54,51.9503,104.7355,59.27,99,100,5.26,light rain
630,Karasjok,NO,2022-07-19 02:46:54,69.4719,25.5112,51.8,89,86,5.08,overcast clouds
631,Kabale,UG,2022-07-19 02:46:55,-1.2486,29.9899,60.39,66,100,2.13,overcast clouds
632,Abadiania,BR,2022-07-19 02:46:55,-16.2042,-48.7069,65.32,52,0,2.98,clear sky
633,Clyde River,CA,2022-07-19 02:46:55,70.4692,-68.5914,35.83,100,100,5.75,mist
634,Mizan Teferi,ET,2022-07-19 02:46:56,6.9833,35.5833,58.46,90,99,2.98,overcast clouds
635,Dhidhdhoo,MV,2022-07-19 02:46:56,6.8833,73.1,82.2,80,100,16.58,overcast clouds
636,Micheweni,TZ,2022-07-19 02:46:57,-4.9667,39.8333,73.33,83,73,11.1,broken clouds
637,Taft,IR,2022-07-19 02:46:57,31.7471,54.2088,76.95,12,0,4.61,clear sky
638,Flin Flon,CA,2022-07-19 02:44:52,54.7682,-101.865,71.55,51,26,5.21,scattered clouds
639,Abu Kamal,SY,2022-07-19 02:46:54,34.4506,40.9171,87.57,21,3,8.46,clear sky
640,Constitucion,CL,2022-07-19 02:46:58,-35.3333,-72.4167,47.73,90,64,6.6,broken clouds
641,Batouri,CM,2022-07-19 02:46:59,4.4333,14.3667,66.51,99,99,3.0,overcast clouds
642,Moissala,TD,2022-07-19 02:46:59,8.3404,17.7663,69.03,97,98,3.69,overcast clouds
643,Beloha,MG,2022-07-19 02:46:59,-25.1667,45.05,60.04,87,0,9.35,clear sky
644,Sorong,ID,2022-07-19 02:48:00,-0.8833,131.25,81.48,75,80,2.33,broken clouds
645,Racine,US,2022-07-19 02:48:00,42.7495,-88.0751,80.28,77,0,3.44,clear sky
646,Acapulco,MX,2022-07-19 02:43:03,16.8634,-99.8901,80.35,82,84,5.59,broken clouds
647,General Roca,AR,2022-07-19 02:48:01,-39.0333,-67.5833,43.68,27,79,7.56,broken clouds
648,Kribi,CM,2022-07-19 02:48:02,2.95,9.9167,74.84,86,98,7.09,light rain
649,Winder,US,2022-07-19 02:48:02,33.9926,-83.7202,74.41,90,100,4.61,overcast clouds
650,Puerto Del Rosario,ES,2022-07-19 02:48:03,28.5004,-13.8627,71.35,78,0,13.8,clear sky
651,Harper,LR,2022-07-19 02:48:03,4.375,-7.7169,74.1,79,100,10.8,light rain
652,Nha Trang,VN,2022-07-19 02:46:31,12.25,109.1833,89.6,62,99,0.67,overcast clouds
653,Santarem,BR,2022-07-19 02:46:41,-2.4431,-54.7083,77.13,94,75,2.3,broken clouds
654,Kentau,KZ,2022-07-19 02:48:04,43.5206,68.5094,88.5,23,0,12.08,clear sky
655,Muskogee,US,2022-07-19 02:48:04,35.5834,-95.3336,89.82,43,0,6.91,clear sky
656,Maumere,ID,2022-07-19 02:48:04,-8.6199,122.2111,81.21,59,44,5.61,scattered clouds
657,Lloydminster,CA,2022-07-19 02:47:15,53.2835,-110.0016,71.82,78,75,3.44,broken clouds
658,Margate,GB,2022-07-19 02:48:05,51.3813,1.3862,73.69,71,0,9.66,clear sky
659,Maracaibo,VE,2022-07-19 02:48:06,10.6317,-71.6406,81.73,77,64,10.04,broken clouds
660,Omsukchan,RU,2022-07-19 02:48:06,62.5333,155.8,78.94,51,83,10.94,light rain
661,Bontang,ID,2022-07-19 02:48:06,0.1333,117.5,83.91,72,69,7.72,broken clouds
662,Laguna,US,2022-07-19 02:44:11,38.421,-121.4238,98.58,18,0,6.91,clear sky
663,Kdyne,CZ,2022-07-19 02:48:07,49.3908,13.0397,60.76,77,40,1.61,scattered clouds
664,Faya,SA,2022-07-19 02:48:07,18.3851,42.4509,66.72,35,78,3.44,broken clouds
665,Lyuban,BY,2022-07-19 02:48:08,52.7985,28.0048,56.53,98,99,6.38,overcast clouds
666,Camana,PE,2022-07-19 02:48:08,-16.6228,-72.7111,61.57,81,100,8.7,overcast clouds
667,Sarangani,PH,2022-07-19 02:48:08,5.4033,125.4636,82.62,69,99,1.48,overcast clouds
668,Yagodnoye,RU,2022-07-19 02:48:09,62.55,149.6667,83.95,45,97,8.3,overcast clouds
669,Luba,GQ,2022-07-19 02:48:09,3.4568,8.5547,76.89,79,100,7.87,overcast clouds
670,North Bend,US,2022-07-19 02:48:01,43.4065,-124.2243,72.25,85,0,26.46,clear sky
671,Imeni Poliny Osipenko,RU,2022-07-19 02:48:10,52.4201,136.4853,55.96,97,100,13.02,light rain
672,Aleppo,SY,2022-07-19 02:44:07,36.25,37.5,75.94,56,0,10.6,clear sky
673,Tonj,SS,2022-07-19 02:48:10,7.2737,28.6822,68.81,98,94,3.27,overcast clouds
674,Dubbo,AU,2022-07-19 02:48:11,-32.25,148.6167,53.73,54,100,13.8,overcast clouds
675,Nazas,MX,2022-07-19 02:48:11,25.2333,-104.1333,85.42,23,20,8.77,few clouds
